message_id,facility,posted_datetime,retrieved_datetime,message_text,content_hash,category,status,previously_seen,first_seen,last_seen,source_url
e1461ffc9fadada6f9ea26f7ae4032436ab5f52e67335eac4b67c2edda205720,PEMEX Deer Park,2026-08-11T06:40:00+00:00,2026-08-16T19:23:59.112480+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",new,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
e1461ffc9fadada6f9ea26f7ae4032436ab5f52e67335eac4b67c2edda205720,PEMEX Deer Park,2026-08-11T06:40:00+00:00,2026-08-16T19:23:59.119184+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",previous message still posted,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
edc43e54a33594da0ed7afd617ebea41471a76643f32f72534e2302dc0f1589e,PEMEX Deer Park,2026-08-10T06:43:00+00:00,2026-08-16T19:23:59.112480+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",new,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
edc43e54a33594da0ed7afd617ebea41471a76643f32f72534e2302dc0f1589e,PEMEX Deer Park,2026-08-10T06:43:00+00:00,2026-08-16T19:23:59.119184+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",previous message still posted,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
a385cf18b6dc5914737387a605fea19ef49dfbf88b0e135c86b75d1be733996e,INVISTA Houston,2026-08-14T12:11:00+00:00,2026-08-16T19:23:59.112480+00:00,"This is a courtesy message from INVISTA Houston located at Allen Genoa and La Porte Freeway in Houston. Today is Friday, August 14th. We are progressing through start-up activities after our unit upset on August 12th. We are currently using our safety flare and steam venting systems and nearby neighbors may be able to see the flare and hear the steam venting system. The flaring and steam venting pose no danger to the community and no action is necessary. We will take every precaution to minimize the flaring conditions and duration of the flaring activity. If you have any questions, please feel free to contact us at 713-740-3911. Thank you for using the CAER line.",1c556974bb2eba7dc121e48caad1e243a527dbff192deff568a5da3a3700b951,"Facilities, Flaring, Pipelines",new,True,2026-08-14T17:58:40.848485+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
a385cf18b6dc5914737387a605fea19ef49dfbf88b0e135c86b75d1be733996e,INVISTA Houston,2026-08-14T12:11:00+00:00,2026-08-16T19:23:59.119184+00:00,"This is a courtesy message from INVISTA Houston located at Allen Genoa and La Porte Freeway in Houston. Today is Friday, August 14th. We are progressing through start-up activities after our unit upset on August 12th. We are currently using our safety flare and steam venting systems and nearby neighbors may be able to see the flare and hear the steam venting system. The flaring and steam venting pose no danger to the community and no action is necessary. We will take every precaution to minimize the flaring conditions and duration of the flaring activity. If you have any questions, please feel free to contact us at 713-740-3911. Thank you for using the CAER line.",1c556974bb2eba7dc121e48caad1e243a527dbff192deff568a5da3a3700b951,"Facilities, Flaring, Pipelines",previous message still posted,True,2026-08-14T17:58:40.848485+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
3e41a87b6bd30aaa3da31a50b85b7794a50f9089bccb00ae402d3a026ce318c0,INVISTA Houston,2026-08-13T10:33:00+00:00,2026-08-16T19:23:59.112480+00:00,"This is a courtesy message from INVISTA Houston located at Allen Genoa and La Porte Freeway in Houston. Today is Thursday, August 13th____. We are beginning unit start up activities after a unit upset. We are currently using our safety flare and steam venting systems and nearby neighbors may be able to see the flare and hear the steam venting system. The flaring and steam venting pose no danger to the community and no action is necessary. We will take every precaution to minimize the flaring conditions and duration of the flaring activity. If you have any questions, please feel free to contact us at 713-740-3911. Thank you for using the CAER line.",0068383e2b8726676f948b386f8ba1bb75b21a917895a8e7294caef1a5494561,"Facilities, Flaring, Pipelines",new,True,2026-08-13T17:16:36.028854+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
3e41a87b6bd30aaa3da31a50b85b7794a50f9089bccb00ae402d3a026ce318c0,INVISTA Houston,2026-08-13T10:33:00+00:00,2026-08-16T19:23:59.119184+00:00,"This is a courtesy message from INVISTA Houston located at Allen Genoa and La Porte Freeway in Houston. Today is Thursday, August 13th____. We are beginning unit start up activities after a unit upset. We are currently using our safety flare and steam venting systems and nearby neighbors may be able to see the flare and hear the steam venting system. The flaring and steam venting pose no danger to the community and no action is necessary. We will take every precaution to minimize the flaring conditions and duration of the flaring activity. If you have any questions, please feel free to contact us at 713-740-3911. Thank you for using the CAER line.",0068383e2b8726676f948b386f8ba1bb75b21a917895a8e7294caef1a5494561,"Facilities, Flaring, Pipelines",previous message still posted,True,2026-08-13T17:16:36.028854+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
664d5a6ebef53da1eee58fc5446877a2040f8e38975611581025b819ea120dcf,INVISTA Houston,2026-08-12T11:46:00+00:00,2026-08-16T19:23:59.112480+00:00,"This is a courtesy message from INVISTA Houston located at Allen Genoa and La Porte Freeway in Houston. Today is Wednesday, August 12th_. We are currently using our safety flare and steam venting systems and nearby neighbors may be able to see the flare and hear the steam venting system. The flaring and steam venting pose no danger to the community and no action is necessary. We will take every precaution to minimize the flaring conditions and duration of the flaring activity. If you have any questions, please feel free to contact us at 713-740-3911. Thank you for using the CAER line.",f1de09a16d12bce811003af832a64e1ddcd457acd45dc6e7a96358acf77cabfa,"Flaring, Pipelines",new,True,2026-08-13T13:41:55.912680+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
664d5a6ebef53da1eee58fc5446877a2040f8e38975611581025b819ea120dcf,INVISTA Houston,2026-08-12T11:46:00+00:00,2026-08-16T19:23:59.119184+00:00,"This is a courtesy message from INVISTA Houston located at Allen Genoa and La Porte Freeway in Houston. Today is Wednesday, August 12th_. We are currently using our safety flare and steam venting systems and nearby neighbors may be able to see the flare and hear the steam venting system. The flaring and steam venting pose no danger to the community and no action is necessary. We will take every precaution to minimize the flaring conditions and duration of the flaring activity. If you have any questions, please feel free to contact us at 713-740-3911. Thank you for using the CAER line.",f1de09a16d12bce811003af832a64e1ddcd457acd45dc6e7a96358acf77cabfa,"Flaring, Pipelines",previous message still posted,True,2026-08-13T13:41:55.912680+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
a0e9e9fae52e53593b4f47591c7a5e921b6d67c30e8482210f9716ccc951805b,INEOS BMC La Porte,2026-08-13T14:56:00+00:00,2026-08-16T19:23:59.112480+00:00,INEOS BMC : located at 1230 Independence Pkwy: La Porte Texas: experienced an accidental activation of our emergency alarm system stating an ambulance was en route to our site for an emergency.....There is no emergency or concern for the community as this was false alarm.,cc306f88e83439ee131de47f3f9ed4a3635bb56a1a9147f73ce887375572769b,"Emergency Response, Facilities",new,True,2026-08-13T20:48:52.911834+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
a0e9e9fae52e53593b4f47591c7a5e921b6d67c30e8482210f9716ccc951805b,INEOS BMC La Porte,2026-08-13T14:56:00+00:00,2026-08-16T19:23:59.119184+00:00,INEOS BMC : located at 1230 Independence Pkwy: La Porte Texas: experienced an accidental activation of our emergency alarm system stating an ambulance was en route to our site for an emergency.....There is no emergency or concern for the community as this was false alarm.,cc306f88e83439ee131de47f3f9ed4a3635bb56a1a9147f73ce887375572769b,"Emergency Response, Facilities",previous message still posted,True,2026-08-13T20:48:52.911834+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
ab2a09c2bd90f82587bcf349042a8922689a51fd141d327edb75b4e355776dbc,TotalEnergies La Porte,2026-08-11T10:16:00+00:00,2026-08-16T19:23:59.112480+00:00,"*** DRILL *** This is a message from TotalEnergies La Porte located at 1818 Independence Pkwy La Porte,TX 77571. At 10:10 on 8/11/2026, the planned drill concluded at our facility.",63b1d30374b377505e2ef98ab663cb5cf97040b70ec9d5534376b83a1258b321,"Facilities, Training/Drills",new,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
ab2a09c2bd90f82587bcf349042a8922689a51fd141d327edb75b4e355776dbc,TotalEnergies La Porte,2026-08-11T10:16:00+00:00,2026-08-16T19:23:59.119184+00:00,"*** DRILL *** This is a message from TotalEnergies La Porte located at 1818 Independence Pkwy La Porte,TX 77571. At 10:10 on 8/11/2026, the planned drill concluded at our facility.",63b1d30374b377505e2ef98ab663cb5cf97040b70ec9d5534376b83a1258b321,"Facilities, Training/Drills",previous message still posted,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
699f62f025f4bc657acdcde2b84fe556cce65ac50ec1e1a03dbc5a727a5179ba,TotalEnergies La Porte,2026-08-11T06:41:00+00:00,2026-08-16T19:23:59.112480+00:00,"*** THIS IS A DRILL *** This is a message from TotalEnergies La Porte located at 1818 Independence Pkwy La Porte,TX 77571. At 09:00 on 8/11/2026, a planned drill will occur at our facility. At this time, Activity, Emergency Vehicles, Sirens, Smoke may be noticeable to the community. No action is required by the community. *** THIS IS A DRILL***",62083f8021c5a422ef7398c6bfc77a9396a8ea2ff6b3fe596a8bdffb57f0c14e,"Emergency Response, Facilities, Smoke, Training/Drills",new,True,2026-08-13T13:41:55.912680+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
699f62f025f4bc657acdcde2b84fe556cce65ac50ec1e1a03dbc5a727a5179ba,TotalEnergies La Porte,2026-08-11T06:41:00+00:00,2026-08-16T19:23:59.119184+00:00,"*** THIS IS A DRILL *** This is a message from TotalEnergies La Porte located at 1818 Independence Pkwy La Porte,TX 77571. At 09:00 on 8/11/2026, a planned drill will occur at our facility. At this time, Activity, Emergency Vehicles, Sirens, Smoke may be noticeable to the community. No action is required by the community. *** THIS IS A DRILL***",62083f8021c5a422ef7398c6bfc77a9396a8ea2ff6b3fe596a8bdffb57f0c14e,"Emergency Response, Facilities, Smoke, Training/Drills",previous message still posted,True,2026-08-13T13:41:55.912680+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
43061181364fe49bb817bd431d1b40b38d20dacaff618940b3580ece004c63d4,Baker Hughes Bayport,2026-08-10T10:07:00+00:00,2026-08-16T19:23:59.112480+00:00,"This is a message from Baker Hughes Bayport located at 13200 Bay Park Rd. La Porte, TX 77507. At 09:59 on 8/10/2026, a Monday alarm test occurred at our facility. At this time, nothing may be noticeable to the community. We are coordinating with local officials and working to resolve the issue as soon as possible. Stay tuned to local officials for more information. Update will be provided on this site, when needed.",e32505475534e2c4d877b47f6a6329b8ea03cd911c2612d85e043ca10e7e8e98,Facilities,new,True,2026-08-13T13:41:55.912680+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
43061181364fe49bb817bd431d1b40b38d20dacaff618940b3580ece004c63d4,Baker Hughes Bayport,2026-08-10T10:07:00+00:00,2026-08-16T19:23:59.119184+00:00,"This is a message from Baker Hughes Bayport located at 13200 Bay Park Rd. La Porte, TX 77507. At 09:59 on 8/10/2026, a Monday alarm test occurred at our facility. At this time, nothing may be noticeable to the community. We are coordinating with local officials and working to resolve the issue as soon as possible. Stay tuned to local officials for more information. Update will be provided on this site, when needed.",e32505475534e2c4d877b47f6a6329b8ea03cd911c2612d85e043ca10e7e8e98,Facilities,previous message still posted,True,2026-08-13T13:41:55.912680+00:00,2026-08-16T19:23:59.119184+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T11:24:11.145740+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",new,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T11:24:11.151771+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",previous message still posted,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T11:45:52.641057+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T12:46:55.460927+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T13:34:28.008447+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T14:26:40.980002+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T14:51:40.637339+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T15:25:17.934453+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T15:48:13.260856+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T16:30:24.288245+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
5d361e7198cb76f4ee34a4747de5eecaea267c9e8f410bf6aa4281ad9ebe6865,PEMEX Deer Park,2026-08-09T06:45:00+00:00,2026-08-16T17:23:03.233170+00:00,"This is an update from PEMEX Deer Park. We are still performing planned work activities that may cause flaring. We are taking steps to minimize any noise, light or smoke associated with potential flaring activity. At this time, we do not anticipate any impact to the community or our industrial neighbors while we conduct our maintenance work.",d04b4dc8ae3b228317519de2e9524a89352f0455177e766b58f47e06cfa2ae06,"Flaring, Noise, Smoke",cleared,True,2026-08-13T13:40:46.788861+00:00,2026-08-16T11:24:11.151771+00:00,https://www.incident-reporter.net/e-notifycaerfeed/caermessagelive.html
